,Unnamed: 0,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years,exchange,industry,sector,share_volume,trade_volume,market_cap,low_today,high_today,low_52,high_52,previous_close,_pe,_yield,_eps,_annualized_dividend
221,221,WHLRD,9,09/28/2016,09/27/2018,2.6666666666666665,0.546875,800.8237232289949,0,2016,6,NASDAQ-CM,Real Estate,Real Estate Investment Trusts,0.0,0.0,12320000.0,0.0,0.0,18.1,12.56,12.91,0.0,0.0,0.0,0.0
222,222,RAND,6,03/12/2021,05/31/2022,2.833333333333333,0.15,40.0,0,2021,2,NASDAQ-CM,Finance,Finance/Investors Services,0.0,957.0,37425000.0,0.0,0.0,26.98,13.71,14.96,5.09,4.14,2.85,0.6
223,223,WMG,8,08/24/2020,05/20/2022,2.625,0.15,25.0,1,2020,2,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,0.0,1515088.0,13193000000.0,0.0,0.0,50.23,23.73,25.64,36.11,2.44,0.71,0.6
224,224,DCOM,95,12/23/1998,07/15/2022,2.978947368421053,0.24,215.0,3,1998,24,NASDAQ-GS,Finance,Savings Institutions,0.0,174066.0,1238000000.0,0.0,0.0,38.35,28.36,30.6,8.2,3.19,3.73,0.96
225,225,CAAS,1,06/24/2014,06/24/2014,0.0,0.18,0.0,0,2014,8,NASDAQ-CM,Consumer Discretionary,Auto Parts:O.E.M.,0.0,29765.0,84842000.0,0.0,0.0,5.07,2.2,2.77,11.0,0.0,0.25,0.0
226,226,KHC,29,07/23/2015,05/26/2022,2.827586206896552,0.4,4.545454545454518,1,2015,7,NASDAQ-GS,Consumer Staples,Farming/Seeds/Milling,0.0,9117697.0,46660000000.0,0.0,0.0,44.87,32.78,38.12,38.51,4.14,0.99,1.6
227,227,EQIX,30,05/22/2015,05/17/2022,2.8666666666666667,3.1,547.9289940828403,1,2015,8,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,554748.0,60072000000.0,0.0,0.0,885.26,606.12,667.16,123.09,1.84,5.42,12.4
228,228,WAFD,134,12/29/1988,05/19/2022,2.992537313432836,0.24,185.7142857142857,4,1988,34,NASDAQ-GS,Finance,Major Banks,0.0,418790.0,2000000000.0,0.0,0.0,38.06,29.01,30.66,11.19,3.14,2.74,0.96
229,229,HTIA,11,01/02/2020,07/01/2022,2.727272727272727,0.4609375,328.5714418540302,1,2020,2,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,0.0,0.0,0.0,0.0,0.0,27.2,21.5,25.26,0.0,7.33,0.0,1.8438
230,230,ATLC,1,12/29/2009,12/29/2009,0.0,0.5,0.0,0,2009,13,NASDAQ-GS,Finance,Finance: Consumer Services,0.0,59652.0,590017000.0,0.0,0.0,91.98,30.58,39.09,5.14,0.0,7.61,0.0
231,231,LSTR,39,02/13/2014,05/04/2022,2.58974358974359,0.25,1400.0,1,2014,17,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,0.0,324689.0,5491000000.0,0.0,0.0,188.62,137.15,144.09,12.74,0.68,11.31,1.0
232,232,CSWC,25,06/16/2016,06/14/2022,3.0,0.63,217.85714285714283,1,2016,34,NASDAQ-GS,Finance,Finance/Investors Services,0.0,222340.0,440678000.0,0.0,0.0,28.41,17.79,18.88,9.99,10.22,1.89,1.92
233,233,ADI,52,08/25/2009,05/27/2022,3.0,0.76,20.0,1,2009,19,NASDAQ-GS,Technology,Semiconductors,0.0,3564784.0,75159000000.0,0.0,0.0,191.95,140.52,143.07,40.53,2.13,3.53,3.04
234,234,CVLY,9,04/27/2020,04/25/2022,3.0,0.15,30.0,1,2020,25,NASDAQ-GM,Finance,Savings Institutions,0.0,11087.0,215005000.0,0.0,0.0,24.48,20.01,22.58,15.9,2.66,1.42,0.6
235,235,OFED,45,04/27/2011,05/11/2022,2.955555555555556,0.1,0.0,1,2011,11,NASDAQ-CM,Finance,Savings Institutions,0.0,442.0,121056000.0,0.0,0.0,27.0,20.12,21.99,31.39,1.85,0.69,0.4
236,236,XBIT,1,07/15/2021,07/15/2021,0.0,2.5,0.0,0,2021,1,NASDAQ-GS,,,0.0,163759.0,176012000.0,0.0,0.0,18.46,5.09,5.79,0.0,0.0,0.0,0.0
237,237,EVLMC,74,05/02/2016,01/03/2023,1.0,0.0,262.8205128205129,1,2016,0,NASDAQ-GM,Finance,Investment Managers,0.0,0.0,0.0,0.0,0.0,100.04,99.96,99.96,0.0,0.21,0.0,0.2124
238,238,MORN,47,12/29/2010,06/30/2022,2.936170212765957,0.36,100.0,1,2010,12,NASDAQ-GS,Finance,Advertising,0.0,143035.0,10608000000.0,0.0,0.0,350.21,218.25,246.16,57.92,0.6,4.25,1.44
239,239,PLUS,1,12/13/2012,12/13/2012,0.0,2.5,0.0,0,2012,10,NASDAQ-GS,Technology,Retail: Computer Software & Peripheral Equipment,0.0,136925.0,1423000000.0,0.0,0.0,69.74,42.0,52.67,13.39,0.0,3.94,0.0
240,240,CENX,25,09/16/1996,09/18/2002,2.88,0.05,0.0,1,1996,26,NASDAQ-GS,Industrials,Aluminum,0.0,2708494.0,616483000.0,0.0,0.0,30.36,6.93,6.84,0.0,0.0,-0.2,0.0
241,241,HOFT,85,08/15/2001,06/16/2022,2.976470588235294,0.2,25.0,3,2001,22,NASDAQ-GS,Consumer Discretionary,Home Furnishings,0.0,131567.0,189445000.0,0.0,0.0,36.02,14.92,15.89,35.31,5.15,0.45,0.8
242,242,POWI,55,11/25/2008,05/27/2022,2.9454545454545453,0.18,100.0,2,2008,14,NASDAQ-GS,Technology,Semiconductors,0.0,413704.0,4232000000.0,0.0,0.0,110.66,69.69,70.14,25.05,1.03,2.8,0.72
243,243,CCNE,95,11/25/1998,05/31/2022,2.968421052631579,0.175,61.53846153846152,3,1998,24,NASDAQ-GS,Finance,Major Banks,0.0,23975.0,412853000.0,0.0,0.0,28.59,22.08,24.44,7.59,2.85,3.22,0.7
244,244,PLAY,6,09/24/2018,01/09/2020,2.6666666666666665,0.16,6.666666666666671,1,2018,4,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,0.0,1247100.0,1652000000.0,0.0,0.0,52.54,29.83,34.12,10.83,0.0,3.15,0.0
245,245,FLIC,61,04/03/2007,03/15/2022,2.9836065573770494,0.2,20.0,2,2007,34,NASDAQ-CM,Finance,Major Banks,0.0,64398.0,425115000.0,0.0,0.0,22.95,16.51,18.0,9.68,4.49,1.86,0.8
246,246,NEWTZ,4,07/14/2021,04/13/2022,2.25,0.34375,0.0,0,2021,0,NASDAQ-GM,,,0.0,0.0,0.0,0.0,0.0,26.15,24.63,25.16,0.0,5.47,0.0,1.375
247,247,LAMR,32,09/18/2014,06/16/2022,3.03125,1.2,50.0,1,2014,15,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,655994.0,8945000000.0,0.0,0.0,124.32,83.96,88.36,20.31,5.42,4.35,4.8
248,248,ANDE,63,12/28/2006,06/30/2022,3.0,0.18,63.15789473684211,2,2006,26,NASDAQ-GS,Consumer Staples,Tobacco,0.0,487268.0,1040999999.9999999,0.0,0.0,59.0,25.2,31.26,11.24,2.18,2.78,0.72
249,249,COLM,5,05/12/2021,05/18/2022,2.8,0.3,15.384615384615389,0,2021,16,NASDAQ-GS,Consumer Discretionary,Apparel,0.0,460708.0,4778000000.0,0.0,0.0,107.5,68.29,73.27,13.2,1.68,5.55,1.2
250,250,NATI,76,07/31/2003,05/06/2022,2.973684210526316,0.28,42.85714285714283,2,2003,19,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,0.0,975947.0,4146000000.0,0.0,0.0,45.98,30.72,31.44,38.34,3.61,0.82,1.12
251,251,MRTN,48,08/26/2010,06/15/2022,2.958333333333333,0.06,3000.0,1,2010,12,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,0.0,471320.0,1396000000.0,0.0,0.0,19.94,14.72,16.83,14.63,1.42,1.15,0.24
252,252,FCBC,53,07/09/2009,05/05/2022,2.962264150943396,0.27,166.66666666666669,1,2009,24,NASDAQ-GS,Finance,Major Banks,0.0,36773.0,506259000.0,0.0,0.0,36.73,26.51,29.75,11.14,3.63,2.67,1.08
253,253,MAT,27,02/22/2011,08/21/2017,2.962962962962963,0.15,34.78260869565216,0,2011,22,NASDAQ-GS,Consumer Discretionary,Recreational Games/Products/Toys,0.0,3476553.0,7921000000.0,0.0,0.0,26.99,17.95,22.61,7.64,0.0,2.96,0.0
254,254,GLBS,1,05/23/2012,05/23/2012,2.0,0.085,-46.875,0,2012,12,NASDAQ-CM,Consumer Discretionary,Marine Transportation,0.0,218469.0,34982000.0,0.0,0.0,3.86,1.56,1.71,1.14,0.0,1.5,0.0
255,255,VERU,18,01/27/2010,04/28/2014,2.833333333333333,0.07,20.0,0,2010,12,NASDAQ-CM,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,14432564.0,921942000.0,0.0,0.0,17.5,4.34,11.52,0.0,0.0,-0.34,0.0
256,256,CNOB,97,04/15/1998,05/13/2022,3.020618556701031,0.155,83.33333333333334,3,1998,26,NASDAQ-GS,Finance,Major Banks,0.0,164490.0,987679000.0,0.0,0.0,37.0,24.12,24.94,7.92,2.48,3.15,0.62
257,257,OXSQ,105,03/11/2004,09/15/2022,2.1142857142857143,0.035,200.0,2,2004,18,NASDAQ-GS,Finance,Investment Bankers/Brokers/Service,0.0,223508.0,182732000.0,0.0,0.0,5.0,3.45,3.68,18.4,11.54,0.2,0.42
258,258,RMBI,10,06/03/2020,06/01/2022,2.4,0.1,614.2857142857142,1,2020,2,NASDAQ-CM,,,0.0,17482.0,171210000.0,0.0,0.0,18.16,13.01,13.78,13.64,2.94,1.01,0.4
259,259,PRPH,1,05/24/2022,05/24/2022,3.0,0.3,0.0,0,2022,4,NASDAQ-CM,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,94952.0,215719000.0,0.0,0.0,14.07,4.76,13.93,13.79,0.0,1.01,0.0
260,260,SFNC,116,09/09/1993,06/14/2022,3.0,0.19,20.0,3,1993,34,NASDAQ-GS,Finance,Major Banks,0.0,810800.0,2449000000.0,0.0,0.0,32.76,20.78,21.33,8.78,3.54,2.43,0.76
261,261,CTSH,21,05/18/2017,05/19/2022,2.857142857142857,0.27,33.33333333333334,1,2017,5,NASDAQ-GS,Technology,EDP Services,10.0,3223308.0,35982000000.0,0.0,0.0,93.47,65.23,67.72,16.24,1.59,4.17,1.08
262,262,MHLD,42,06/27/2008,09/28/2018,2.9285714285714284,0.05,22.22222222222223,1,2008,14,NASDAQ-CM,Finance,Property-Casualty Insurers,0.0,400345.0,167701000.0,0.0,0.0,3.59,1.88,1.94,3.53,0.0,0.55,0.0
263,263,NBN,90,02/02/2000,05/03/2022,3.011111111111111,0.01,28.0,3,2000,34,NASDAQ-GM,Finance,Major Banks,0.0,63704.0,314779000.0,0.0,0.0,41.05,28.45,38.34,5.88,0.11,6.52,0.04
264,264,ARCC,71,12/22/2004,06/14/2022,2.9577464788732395,0.45,25.0,2,2004,0,NASDAQ-GS,Finance,Finance/Investors Services,0.0,3838693.0,8658000000.0,0.0,0.0,23.0,17.03,18.79,6.1,8.91,3.08,1.68
265,265,MGI,14,09/14/2004,12/12/2007,2.7857142857142856,0.05,300.0,0,2004,18,NASDAQ-GS,Consumer Discretionary,Business Services,0.0,2177569.0,929720000.0,0.0,0.0,12.36,5.06,10.14,0.0,0.0,-0.2,0.0
266,266,ZION,134,12/27/1988,05/18/2022,2.992537313432836,0.38,300.0,4,1988,34,NASDAQ-GS,Finance,Major Banks,0.0,1581377.0,7992000000.0,0.0,0.0,75.44,47.06,51.08,8.32,2.96,6.14,1.52
267,267,BKEP,41,05/02/2012,05/05/2022,3.0,0.425,899.9999999999999,1,2012,15,NASDAQ-GM,Energy,Oil & Gas Production,0.0,0.0,188070000.0,0.0,0.0,4.6,3.0,4.53,19.7,3.76,0.23,0.17
268,268,RNST,90,03/23/2000,06/15/2022,3.0,0.22,6.25,3,2000,29,NASDAQ-GS,Finance,Major Banks,0.0,258507.0,1651000000.0,0.0,0.0,40.79,27.61,29.61,11.01,2.97,2.69,0.88
269,269,CTAS,6,02/11/2021,05/13/2022,3.0,0.95,26.66666666666667,0,2021,33,NASDAQ-GS,Consumer Discretionary,Business Services,0.0,524578.0,38911000000.0,0.0,0.0,461.44,343.86,375.36,33.19,1.01,11.31,3.8
270,270,WSBC,135,12/12/1988,06/09/2022,2.977777777777778,0.34,11.53846153846152,4,1988,34,NASDAQ-GS,Finance,Major Banks,0.0,253454.0,2023000000.0000002,0.0,0.0,38.37,30.21,32.0,10.16,4.22,3.15,1.36
271,271,OCCIN,14,12/22/2021,01/23/2023,0.9285714285714286,0.109375,30.434792978666763,0,2021,1,NASDAQ-CM,Finance,"Trusts, Except Educational, Religious, and Charitable",0.0,0.0,0.0,0.0,0.0,25.54,22.32,23.1,0.0,5.69,0.0,1.3125
272,272,RTLPO,6,04/01/2021,07/01/2022,2.5,0.4609375,0.0,0,2021,1,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,0.0,0.0,0.0,0.0,27.07,20.61,22.23,0.0,8.33,0.0,1.8438
273,273,BUSE,95,10/16/1998,04/21/2022,2.968421052631579,0.23,240.0,3,1998,24,NASDAQ-GS,Finance,Major Banks,0.0,210428.0,1299000000.0,0.0,0.0,29.73,21.0,23.34,11.5,3.94,2.03,0.92
274,274,CECE,25,09/13/2011,09/14/2017,2.88,0.075,40.0,0,2011,11,NASDAQ-GS,Industrials,Pollution Control Equipment,0.0,243183.0,209483000.0,0.0,0.0,7.72,4.09,5.85,73.13,0.0,0.08,0.0
275,275,MATW,111,09/26/1994,05/06/2022,2.990990990990991,0.22,45.45454545454547,3,1994,28,NASDAQ-GS,Industrials,Consumer Electronics/Appliances,0.0,127776.0,898471000.0,0.0,0.0,39.76,27.62,28.55,0.0,3.07,-0.7,0.88
276,276,NEPT,1,10/11/2012,10/11/2012,0.0,0.003416,0.0,0,2012,10,NASDAQ-CM,,,0.0,183181.0,217512000.0,0.0,0.0,41.3,1.28,1.3,0.0,0.0,-19.93,0.0
277,277,SBCF,4,09/14/2021,06/14/2022,3.0,0.17,30.769230769230774,0,2021,34,NASDAQ-GS,Finance,Major Banks,0.0,306729.0,1959000000.0,0.0,0.0,39.31,29.28,33.57,17.58,2.02,1.91,0.68
278,278,SVC,49,04/28/2010,04/22/2022,3.0,0.01,4.444444444444443,1,2010,22,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,0.0,901402000.0,0.0,0.0,12.84,4.65,5.46,0.0,0.74,-2.85,0.04
279,279,BFC,15,12/20/2018,06/21/2022,2.8,0.22,138.0952380952381,1,2018,4,NASDAQ-CM,Finance,Major Banks,0.0,11296.0,587116000.0,0.0,0.0,79.25,66.64,76.96,13.36,1.15,5.76,0.88
280,280,HON,84,08/16/2001,05/12/2022,2.9761904761904763,0.98,14.999999999999986,3,2001,0,NASDAQ-GS,Industrials,Consumer Electronics/Appliances,0.0,3339220.0,118471000000.0,0.0,0.0,236.86,170.18,172.09,22.85,2.24,7.53,3.92
281,281,UCBIO,8,08/28/2020,05/27/2022,2.625,0.4296875,0.0,1,2020,2,NASDAQ-GS,Finance,Major Banks,0.0,0.0,0.0,0.0,0.0,28.48,24.57,25.35,0.0,6.74,0.0,1.7188
282,282,VRSK,14,03/14/2019,06/14/2022,2.7857142857142856,0.31,8.0,1,2019,3,NASDAQ-GS,Consumer Discretionary,Business Services,0.0,1052665.0,28271000000.0,0.0,0.0,231.57,156.05,175.42,28.39,0.71,6.18,1.24
283,283,RTL,32,08/09/2018,04/08/2022,1.375,0.2125,200.000141176537,1,2018,4,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,726335.0,0.0,0.0,0.0,9.48,6.66,7.49,0.0,11.41,-0.15,0.85
284,284,MCHP,44,08/16/2011,05/19/2022,3.0,0.276,9.090909090909092,1,2011,20,NASDAQ-GS,Technology,Semiconductors,0.0,5342871.0,31150000000.0,0.0,0.0,90.0,55.29,56.14,24.79,1.97,2.27,1.104
285,285,CHSCO,35,12/12/2013,06/16/2022,2.914285714285714,0.492188,0.0,1,2013,9,NASDAQ-GS,Consumer Staples,Tobacco,0.0,0.0,0.0,0.0,0.0,29.39,26.11,27.41,0.0,7.2,0.0,1.9688
286,286,RBCAA,98,09/18/1998,06/16/2022,2.9081632653061225,0.341,566.6666666666667,3,1998,24,NASDAQ-GS,Finance,Major Banks,0.0,30069.0,992213000.0,0.0,0.0,57.62,41.41,49.1,11.18,2.79,4.39,1.364
287,287,TESS,44,08/10/2009,02/11/2020,2.863636363636364,0.02,316.6666666666667,1,2009,13,NASDAQ-GS,Telecommunications,Telecommunications Equipment,0.0,41357.0,52276000.0,0.0,0.0,8.32,5.08,5.83,0.0,0.0,-0.3,0.0
288,288,MNRO,36,08/15/2013,06/03/2022,3.0277777777777777,0.28,18.181818181818187,1,2013,17,NASDAQ-GS,,,0.0,450981.0,1524000000.0,0.0,0.0,64.9,37.49,45.43,25.1,2.55,1.81,1.12
289,289,WBA,88,08/16/2000,05/19/2022,2.965909090909091,0.4775,900.0,3,2000,22,NASDAQ-GS,Consumer Staples,Retail-Drug Stores and Proprietary Stores,0.0,7108615.0,33271000000.0,0.0,0.0,55.0,36.98,38.51,6.21,4.95,6.2,1.91
290,290,VERY,1,12/09/2019,12/09/2019,0.0,6.25,0.0,0,2019,3,NASDAQ-CM,Finance,Life Insurance,0.0,2388.0,106207000.0,0.0,0.0,10.85,4.14,7.0,0.0,0.0,0.0,0.0
291,291,SKYW,90,12/29/1997,03/30/2020,3.0,0.14,60.0,3,1997,34,NASDAQ-GS,Consumer Discretionary,Air Freight/Delivery Services,0.0,534518.0,1106000000.0,0.0,0.0,53.05,20.06,21.95,11.86,0.0,1.85,0.0
292,292,TCBIO,5,05/28/2021,05/31/2022,2.4,0.359375,0.0,0,2021,1,NASDAQ-GS,Finance,Major Banks,0.0,0.0,0.0,0.0,0.0,28.25,20.32,21.49,0.0,6.73,0.0,1.4375
293,293,BBBY,16,06/15/2016,03/12/2020,2.8125,0.17,20.0,1,2016,6,NASDAQ-GS,Consumer Discretionary,Other Specialty Stores,11.0,6883976.0,468918000.0,0.0,0.0,32.61,4.38,4.64,0.0,0.0,-9.78,0.0
294,294,KDP,51,12/17/2009,06/30/2022,2.9411764705882355,0.1875,17787.93103448276,1,2009,13,NASDAQ-GS,Consumer Staples,Beverages (Production/Distribution),0.0,13367512.0,51415000000.0,0.0,0.0,39.35,32.44,36.26,21.58,2.08,1.68,0.75
295,295,GAINN,8,04/14/2021,01/12/2023,2.625,0.3125,52.54237370870439,0,2021,1,NASDAQ-GS,Finance,Investment Bankers/Brokers/Service,0.0,0.0,0.0,0.0,0.0,26.56,23.8,24.4,0.0,5.1,0.0,1.25
296,296,ISSC,1,12/18/2020,12/18/2020,3.0,0.5,-23.07692307692308,1,2020,14,NASDAQ-GS,Industrials,Military/Government/Technical,0.0,44621.0,115206000.0,0.0,0.0,9.9,5.77,6.68,16.7,0.0,0.4,0.0
297,297,MGYR,2,02/09/2022,05/04/2022,3.0,0.03,0.0,0,2022,1,NASDAQ-GM,Finance,Major Banks,0.0,4622.0,84252000.0,0.0,0.0,14.69,10.15,11.78,11.64,1.01,1.02,0.12
298,298,COST,77,05/06/2004,04/28/2022,2.792207792207792,0.9,2445.454545454545,2,2004,18,NASDAQ-GS,Consumer Discretionary,Department/Specialty Retail Stores,16.0,3083588.0,216510000000.0,0.0,0.0,612.27,396.11,488.26,38.45,0.74,12.7,3.6
299,299,ROLL,1,05/28/2014,05/28/2014,0.0,2.0,0.0,0,2014,8,NASDAQ-GS,Industrials,Metal Fabrications,0.0,150978.0,5383000000.0,0.0,0.0,250.52,152.9,186.45,93.22,0.0,2.0,0.0
300,300,PFBC,31,01/02/2015,07/06/2022,3.0,0.43,26.66666666666667,1,2015,21,NASDAQ-GS,Finance,Major Banks,0.0,71656.0,1014000000.0,0.0,0.0,81.97,57.27,68.64,10.25,2.49,6.74,1.72
301,301,CFFI,98,03/19/1998,06/14/2022,2.9693877551020407,0.4,12.5,3,1998,24,NASDAQ-GS,Finance,Major Banks,0.0,2612.0,0.0,0.0,0.0,55.0,45.01,47.05,6.18,3.44,7.61,1.6
302,302,OSW,1,01/09/2020,01/09/2020,0.0,0.04,0.0,1,2020,2,NASDAQ-CM,Consumer Discretionary,Hotels/Resorts,0.0,403138.0,636477000.0,0.0,0.0,12.51,6.86,6.94,0.0,0.0,-0.37,0.0
303,303,LCUT,9,10/30/2020,07/29/2022,2.6666666666666665,0.0425,-1.4210854715202004e-14,1,2020,25,NASDAQ-GS,Consumer Discretionary,Home Furnishings,0.0,48356.0,242641000.0,0.0,0.0,19.93,10.2,11.02,13.44,1.52,0.82,0.17
304,304,MBCN,61,05/30/2007,06/02/2022,3.0163934426229506,0.17,31.25,2,2007,21,NASDAQ-CM,Finance,Major Banks,0.0,9069.0,149382000.0,0.0,0.0,30.62,22.81,25.03,8.32,2.7,3.01,0.68
305,305,GLAD,234,12/26/2001,06/21/2022,1.051282051282051,0.0675,16.66666666666667,3,2001,21,NASDAQ-GS,Finance,Finance/Investors Services,0.0,205414.0,347847000.0,0.0,0.0,12.78,9.43,10.14,4.83,7.92,2.1,0.81
306,306,CRAI,23,11/16/2016,05/27/2022,2.869565217391304,0.31,21.428571428571416,1,2016,6,NASDAQ-GS,Consumer Discretionary,Other Consumer Services,0.0,33774.0,665763000.0,0.0,0.0,116.71,78.35,89.64,15.92,1.39,5.63,1.24
307,307,RCKY,37,05/23/2013,05/31/2022,2.918918918918919,0.155,16.666666666666686,1,2013,9,NASDAQ-GS,Consumer Discretionary,Shoe Manufacturing,0.0,27771.0,249229000.0,0.0,0.0,59.56,31.26,34.14,10.84,1.84,3.15,0.62
308,308,IPAR,5,06/14/2021,06/14/2022,3.0,0.5,100.0,0,2021,20,NASDAQ-GS,Consumer Discretionary,Package Goods/Cosmetics,0.0,114259.0,2387000000.0,0.0,0.0,108.35,64.52,75.23,25.33,2.72,2.97,2.0
309,309,PECO,11,09/14/2021,07/14/2022,0.9090909090909092,0.09,5.882352941176464,0,2021,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,PTMN,62,04/03/2007,05/23/2022,2.919354838709677,0.63,933.3333333333336,2,2007,15,NASDAQ-GS,Finance,Finance/Investors Services,0.0,40392.0,227677000.0,0.0,0.0,25.97,21.33,23.52,9.01,10.48,2.61,2.52
311,311,NVEC,29,05/14/2015,05/13/2022,3.034482758620689,1.0,0.0,1,2015,23,NASDAQ-CM,Technology,Semiconductors,0.0,50595.0,218075000.0,0.0,0.0,80.03,43.35,45.12,15.04,8.88,3.0,4.0
312,312,INTC,119,10/26/1992,05/05/2022,2.9831932773109244,0.365,100.0,3,1992,30,NASDAQ-GS,Technology,Semiconductors,3152.0,37204066.0,149218000000.0,0.0,0.0,57.45,35.88,36.69,6.09,4.02,6.02,1.46
313,313,ATNI,91,12/29/1999,06/29/2022,3.0,0.17,16.666666666666686,3,1999,30,NASDAQ-GS,Telecommunications,Telecommunications Equipment,0.0,46465.0,760967000.0,0.0,0.0,48.99,32.07,48.09,0.0,1.4,-1.75,0.68
314,314,SBRA,45,05/12/2011,05/13/2022,2.933333333333333,0.3,44.51827537926033,1,2011,11,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,2662850.0,3234000000.0,0.0,0.0,19.02,11.44,14.14,0.0,8.4,-0.49,1.2
315,315,HIHO,2,11/01/2021,03/07/2022,3.0,0.05,0.0,0,2021,25,NASDAQ-CM,Industrials,Industrial Machinery/Components,0.0,5052.0,8921000.0,0.0,0.0,5.07,1.95,2.29,20.09,8.85,0.11,0.2
316,316,FCNCO,2,02/25/2022,05/27/2022,1.5,0.351563,0.0,0,2022,0,NASDAQ-GS,Finance,Major Banks,0.0,0.0,0.0,0.0,0.0,27.85,21.37,22.64,0.0,6.26,0.0,1.4063
317,317,BGFV,9,11/30/2020,05/31/2022,2.333333333333333,0.25,566.6666666666667,1,2020,18,NASDAQ-GS,Consumer Discretionary,Other Specialty Stores,0.0,860584.0,255236000.0,0.0,0.0,47.65,10.39,11.44,2.86,9.08,4.0,1.0
318,318,WEYS,36,08/28/2013,05/26/2022,3.0,0.24,5.555555555555557,1,2013,34,NASDAQ-GS,Consumer Discretionary,Shoe Manufacturing,0.0,49371.0,254193000.0,0.0,0.0,32.45,21.08,26.07,10.86,3.86,2.4,0.96
319,319,RILYL,7,10/20/2020,04/18/2022,2.571428571428572,0.4609375,57.89315931901481,1,2020,2,NASDAQ-GM,Finance,Investment Managers,0.0,0.0,0.0,0.0,0.0,28.83,24.35,25.25,0.0,7.37,0.0,1.8438
320,320,BPYPM,4,08/31/2021,05/31/2022,2.25,0.390625,42.87673738112656,0,2021,1,NASDAQ-GS,,,0.0,0.0,0.0,0.0,0.0,26.12,19.27,19.87,0.0,7.83,0.0,1.5625
321,321,HCSG,75,10/29/2003,05/19/2022,2.986666666666667,0.2125,16.666666666666686,2,2003,33,NASDAQ-GS,Health Care,Assisted Living Services,0.0,708779.0,1307000000.0,0.0,0.0,32.19,14.75,17.53,39.84,4.83,0.44,0.85
322,322,FNWB,15,11/29/2018,05/12/2022,2.8,0.07,33.33333333333334,1,2018,4,NASDAQ-GM,Finance,Banks,0.0,12954.0,160418000.0,0.0,0.0,23.77,14.5,16.0,9.82,1.74,1.63,0.28
323,323,HMNF,1,05/16/2022,05/16/2022,3.0,0.06,0.0,0,2022,24,NASDAQ-GM,Finance,Savings Institutions,0.0,2534.0,105216000.0,0.0,0.0,25.98,21.06,22.9,8.81,1.05,2.6,0.24
324,324,TAST,1,08/24/2021,08/24/2021,0.0,0.41,0.0,0,2021,1,NASDAQ-GS,Consumer Discretionary,Restaurants,0.0,422864.0,108700000.0,0.0,0.0,6.14,1.28,2.12,0.0,0.0,-1.14,0.0
325,325,OLED,22,03/13/2017,06/15/2022,2.863636363636364,0.3,100.0,1,2017,5,NASDAQ-GS,Technology,Semiconductors,0.0,473503.0,4954000000.0,0.0,0.0,237.0,98.71,105.13,27.45,1.17,3.83,1.2
326,326,ODFL,22,03/02/2017,05/31/2022,2.8181818181818183,0.3,50.0,1,2017,5,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,0.0,985319.0,29790000000.0,0.0,0.0,373.58,231.31,259.02,26.46,0.46,9.79,1.2
327,327,HFWA,48,08/10/2011,05/03/2022,2.75,0.21,400.0,1,2011,24,NASDAQ-GS,Finance,Banks,0.0,162895.0,905892000.0,0.0,0.0,27.45,20.95,25.76,9.95,3.25,2.59,0.84
328,328,VALU,136,12/05/1988,04/29/2022,2.9411764705882355,0.25,6900.0,4,1988,34,NASDAQ-CM,Finance,Advertising,0.0,9018.0,590377000.0,0.0,0.0,91.72,29.54,61.9,22.59,1.54,2.74,1.0
329,329,CASY,129,07/26/1990,07/29/2022,2.976744186046512,0.38,40.0,4,1990,32,NASDAQ-GS,Miscellaneous,Diversified Commercial Services,0.0,303990.0,6998000000.0,0.0,0.0,216.4,170.82,188.57,20.74,0.75,9.09,1.52
330,330,SGC,7,11/13/2020,05/23/2022,3.0,0.14,20.0,1,2020,23,NASDAQ-GM,,,0.0,37445.0,287162000.0,0.0,0.0,27.25,14.57,17.98,13.22,3.14,1.36,0.56
331,331,WTBA,44,08/04/2011,05/10/2022,3.0,0.25,40.0,1,2011,0,NASDAQ-GS,Finance,Major Banks,0.0,22692.0,402447000.0,0.0,0.0,34.5,22.88,24.31,8.0,4.08,3.04,1.0
